"07/07/2020","230.33","*","","Square Inc 200707P2 200707 L206543400778 Stephanie Berg"
"07/06/2020","136.56","*","","Square Inc 200706P2 200706 L206543177001 Stephanie Berg"
"07/06/2020","92.85","*","","Square Inc 200706P2 200706 L206543177000 Stephanie Berg"
"07/03/2020","74.66","*","","Square Inc 200703P2 200703 L206542653512 Stephanie Berg"
"07/02/2020","193.91","*","","Square Inc 200702P2 200702 L206542317179 Stephanie Berg"
"07/01/2020","93.46","*","","Square Inc 200701P2 200701 L206542005778 Stephanie Berg"
"06/30/2020","191.79","*","","Square Inc 200630P2 200630 L206541749554 Stephanie Berg"
"06/29/2020","129.27","*","","Square Inc 200629P2 200629 L206541454353 Stephanie Berg"
"06/29/2020","107.73","*","","Square Inc 200629P2 200629 L206541454354 Stephanie Berg"
"06/26/2020","134.13","*","","Square Inc 200626P2 200626 L206540877451 Stephanie Berg"
"06/25/2020","78.90","*","","Square Inc 200625P2 200625 L206540541156 Stephanie Berg"
"06/24/2020","86.17","*","","Square Inc 200624P2 200624 L206540209384 Stephanie Berg"
"06/23/2020","98.02","*","","Square Inc 200623P2 200623 L206539961808 Stephanie Berg"
"06/22/2020","297.69","*","","Square Inc 200622P2 200622 L206539711796 Stephanie Berg"
"06/22/2020","57.35","*","","Square Inc 200622P2 200622 L206539711795 Stephanie Berg"
"06/19/2020","96.50","*","","Square Inc 200619P2 200619 L206539093228 Stephanie Berg"
"06/18/2020","14.26","*","","Square Inc 200618P2 200618 L206538797363 Stephanie Berg"
"06/17/2020","183.29","*","","Square Inc 200617P2 200617 L206538439741 Stephanie Berg"
"06/16/2020","90.72","*","","Square Inc 200616P2 200616 L206538193805 Stephanie Berg"
"06/15/2020","136.25","*","","Square Inc 200615P2 200615 L206537893968 Stephanie Berg"
"06/15/2020","129.58","*","","Square Inc 200615P2 200615 L206537893969 Stephanie Berg"
"06/12/2020","100.76","*","","Square Inc 200612P2 200612 L206537311610 Stephanie Berg"
"06/10/2020","72.22","*","","Square Inc 200610P2 200610 L206536702076 Stephanie Berg"
"06/09/2020","52.50","*","","BILL PAY PAYMENT RETURN ON 06-09"
"06/09/2020","64.94","*","","Square Inc 200609P2 200609 L206536472383 Stephanie Berg"
"06/08/2020","151.73","*","","Square Inc 200608P2 200608 L206536136277 Stephanie Berg"
"06/08/2020","57.35","*","","Square Inc 200608P2 200608 L206536136278 Stephanie Berg"
"06/05/2020","72.22","*","","Square Inc 200605P2 200605 L206535574149 Stephanie Berg"
"06/04/2020","151.43","*","","Square Inc 200604P2 200604 L206535266912 Stephanie Berg"
"06/03/2020","50.38","*","","Square Inc 200603P2 200603 L206534943041 Stephanie Berg"
"06/02/2020","52.50","*","","BILL PAY PAYMENT RETURN ON 06-02"
"06/02/2020","52.50","*","","BILL PAY PAYMENT RETURN ON 06-02"
"06/02/2020","28.83","*","","Square Inc 200602P2 200602 L206534693662 Stephanie Berg"
"06/01/2020","189.36","*","","Square Inc 200601P2 200601 L206534275148 Stephanie Berg"
"06/01/2020","40.67","*","","Square Inc 200601P2 200601 L206534275147 Stephanie Berg"
"05/29/2020","57.65","*","","Square Inc 200529P2 200529 L206533844927 Stephanie Berg"
"05/28/2020","91.34","*","","Square Inc 200528P2 200528 L206533645685 Stephanie Berg"
"05/27/2020","1200.00","*","","ONLINE TRANSFER FROM BERG S REF #IB086WMP83 EVERYDAY CHECKING GOV MONEY"
"05/27/2020","1000.00","*","","PAYPAL TRANSFER 200527 1009104649913 NICHOLAS TAPIA"
"05/27/2020","86.48","*","","Square Inc 200527P2 200527 L206533478439 Stephanie Berg"
"05/26/2020","143.53","*","","Square Inc 200525P2 200525 L206533153407 Stephanie Berg"
"05/26/2020","107.73","*","","Square Inc 200525P2 200525 L206533153406 Stephanie Berg"
"05/26/2020","64.64","*","","Square Inc 200526P2 200526 L206533342506 Stephanie Berg"
"05/22/2020","137.17","*","","Square Inc 200522P2 200522 L206532792083 Stephanie Berg"
"05/21/2020","158.41","*","","Square Inc 200521P2 200521 L206532635212 Stephanie Berg"
"05/20/2020","52.50","*","","BILL PAY PAYMENT RETURN ON 05-20"
"05/20/2020","57.66","*","","Square Inc 200520P2 200520 L206532438680 Stephanie Berg"
"05/19/2020","66.75","*","","Square Inc 200519P2 200519 L206532273348 Stephanie Berg"
"05/18/2020","59.79","*","","Square Inc 200518P2 200518 L206532103930 Stephanie Berg"
"05/18/2020","19.12","*","","Square Inc 200518P2 200518 L206532103931 Stephanie Berg"
"05/15/2020","153.85","*","","Square Inc 200515P2 200515 L206531692095 Stephanie Berg"
"05/14/2020","52.50","*","","BILL PAY PAYMENT RETURN ON 05-14"
"05/14/2020","52.50","*","","BILL PAY PAYMENT RETURN ON 05-14"
"05/04/2020","1200.00","*","","ONLINE TRANSFER FROM BERG S REF #IB0839FL9J EVERYDAY CHECKING IRS TAX MONEY"
"04/08/2020","5.00","*","","PURCHASE RETURN AUTHORIZED ON 04/07 NEST LABS PALO ALTO CA S620099547554862 CARD 0427"
"03/31/2020","14.26","*","","Square Inc 200331P2 200331 L206525143172 Stephanie Berg"
"03/20/2020","43.09","*","","Square Inc 200320P2 200320 L206523608551 Stephanie Berg"
"03/19/2020","134.89","*","","Square Inc 200319P2 200319 L206523422745 Stephanie Berg"
"03/18/2020","42.78","*","","Square Inc 200318P2 200318 L206523248569 Stephanie Berg"
"03/17/2020","348.96","*","","Square Inc 200317P2 200317 L206523075291 Stephanie Berg"
"03/16/2020","194.19","*","","Square Inc 200316P2 200316 L206522878534 Stephanie Berg"
"03/16/2020","141.42","*","","Square Inc 200316P2 200316 L206522878535 Stephanie Berg"
"03/13/2020","3591.10","*","","ONLINE TRANSFER FROM DANCER LIFE INC. REF #IB07SLY3QJ BUSINESS CHECKING GILBERT RENT JAN FEB PAID BY CHECK"
"03/13/2020","76.47","*","","Square Inc 200313P2 200313 L206522210591 Stephanie Berg"
"03/12/2020","76.62","*","","Square Inc 200312P2 200312 L206521854634 Stephanie Berg"
